softwareId,softwareName,softwareType,systemId
2754,Enchanted - Once Upon Andalasia,Game,24
2755,Eragon,Game,24
2756,Erementar Gerad - Tozasareshi Uta,Game,24
2757,ESPN Final Round Golf,Game,24
2758,ESPN Great Outdoor Games - Bass Tournament,Game,24
2759,ESPN International Winter Sports,Game,24
2760,ESPN Winter X-Games Snowboarding 2,Game,24
2761,ESPN X-Games Skateboarding,Game,24
2762,European Super League,Game,24
2763,Ever Girl,Game,24
2764,EX Monopoly,Game,24
2765,Extreme Ghostbusters - Code Ecto-1,Game,24
2766,Extreme Skate Adventure,Game,24
2767,Eyeshield 21 Devilbats Devildays,Game,24
2768,EZ-Talk - Shokyuu Hen 1,Game,24
2769,EZ-Talk - Shokyuu Hen 2,Game,24
2770,EZ-Talk - Shokyuu Hen 3,Game,24
2771,EZ-Talk - Shokyuu Hen 4,Game,24
2772,EZ-Talk - Shokyuu Hen 5,Game,24
2773,EZ-Talk - Shokyuu Hen 6,Game,24
2774,F-14 Tomcat,Game,24
2775,F-Zero - Climax,Game,24
2776,F-Zero - GP Legend,Game,24
2777,F-Zero - Maximum Velocity,Game,24
2778,F1 2002,Game,24
2779,F24 Stealth Fighter,Game,24
2780,"Fairly OddParents!, The - Breakin' da Rules",Game,24
2781,"Fairly OddParents!, The - Clash with the Anti-World",Game,24
2782,"Fairly OddParents!, The - Enter the Cleft",Game,24
2783,"Fairly OddParents!, The - Shadow Showdown",Game,24
2784,Famicom Mini - Dai-2-ji Super Robot Taisen,Game,24
2785,Famicom Mini - Kidou Senshi Z Gundam - Hot Scramble,Game,24
2786,Famicom Mini 08 - Mappy,Game,24
2787,Famicom Mini 10 - Star Soldier,Game,24
2788,Famicom Mini 11 - Mario Bros.,Game,24
2789,Famicom Mini 12 - Clu Clu Land,Game,24
2790,Famicom Mini 13 - Balloon Fight,Game,24
2791,Famicom Mini 14 - Wrecking Crew,Game,24
2792,Famicom Mini 16 - Dig Dug,Game,24
2793,Famicom Mini 17 - Takahashi Meijin no Bouken-jima,Game,24
2794,Famicom Mini 18 - Makai Mura,Game,24
2795,Famicom Mini 19 - Twin Bee,Game,24
2796,Famicom Mini 20 - Ganbare Goemon! - Karakuri Douchuu,Game,24
2797,Famicom Mini 21 - Super Mario Bros. 2,Game,24
2798,Famicom Mini 22 - Nazo no Murasame Jou,Game,24
2799,Famicom Mini 24 - Hikari Shinwa - Palthena no Kagami,Game,24
2800,"Famicom Mini 26 - Famicom Mukashibanashi - Shin Onigashima - Zen, Kouhen",Game,24
2801,"Famicom Mini 27 - Famicom Tantei Club - Kieta Koukeisha - Zen, Kouhen",Game,24
2802,"Famicom Mini 28 - Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo - Zen, Kouhen",Game,24
2803,Famicom Mini 30 - SD Gundam World - Gachapon Senshi Scramble Wars,Game,24
2804,Family Feud,Game,24
2805,Family Tennis Advance,Game,24
2806,Famista Advance,Game,24
2807,Fancy Pocket,Game,24
2808,Fantastic 4,Game,24
2809,Fantastic 4 - Flame On,Game,24
2810,Fantastic Children,Game,24
2811,Fantastic Maerchen - Cake-ya-san Monogatari,Game,24
2812,Fear Factor Unleashed,Game,24
2813,Field of Nine - Digital Edition 2001,Game,24
2814,FIFA Soccer 06,Game,24
2815,FIFA Soccer 07,Game,24
2816,FIFA Soccer 2003,Game,24
2817,FIFA Soccer 2004,Game,24
2818,FIFA Soccer 2005,Game,24
2819,FightBox,Game,24
2820,FILA Decathlon,Game,24
2821,Final Fantasy I & II - Dawn of Souls,Game,24
2822,Final Fantasy IV Advance,Game,24
2823,Final Fantasy Tactics Advance,Game,24
2824,Final Fantasy V Advance,Game,24
2825,Final Fantasy VI Advance,Game,24
2826,Final Fight One,Game,24
2827,Finding Nemo,Game,24
2828,Finding Nemo - The Continuing Adventures,Game,24
2829,Fire Emblem,Game,24
2830,Fire Emblem - Fuuin no Tsurugi,Game,24
2831,Fire Emblem - The Sacred Stones,Game,24
2832,Fire Pro Wrestling,Game,24
2833,Fire Pro Wrestling 2,Game,24
2834,Flashback Legends,Game,24
2835,"Flintstones, The - Big Trouble in Bedrock",Game,24
2836,Flushed Away,Game,24
2837,Ford Racing 3,Game,24
2838,Formation Soccer 2002,Game,24
2839,Fortress,Game,24
2840,Foster's Home for Imaginary Friends,Game,24
2841,Frank Herbert's Dune - Ornithopter Assault,Game,24
2842,Franklin the Turtle,Game,24
2843,Franklin's Great Adventures,Game,24
2844,Freekstyle,Game,24
2845,Freestyle Scooter,Game,24
2846,Frogger Advance - The Great Quest,Game,24
2847,Frogger's Adventures - Temple of the Frog,Game,24
2848,Frogger's Adventures 2 - The Lost Wand,Game,24
2849,Frogger's Journey - The Forgotten Relic,Game,24
2850,From TV Animation One Piece - Mezase! King of Belly,Game,24
2851,From TV Animation One Piece - Nanatsu-jima no Daihihou,Game,24
2852,Fruits Mura no Doubutsu-tachi,Game,24
2853,Fushigi no Kuni no Alice,Game,24
2854,Fushigi no Kuni no Angelique,Game,24
2855,Futari wa PreCure - Arienaai! Yume no Sono wa Daimeikyuu,Game,24
2856,Futari wa PreCure Max Heart - Maji Maji! Fight de IN Janai,Game,24
2857,Gachasute! Dino Device - Blue,Game,24
2858,Gachasute! Dino Device - Red,Game,24
2859,Gachasute! Dino Device 2 - Dragon,Game,24
2860,Gachasute! Dino Device 2 - Phoenix,Game,24
2861,Gachinko Pro Yakyuu,Game,24
2862,Gadget Racers,Game,24
2863,Gakkou no Kaidan - Hyakuyoubako no Fuuin,Game,24
2864,Gakkou o Tsukurou!! Advance,Game,24
2865,Gakuen Alice - Dokidoki Fushigi Taiken,Game,24
2866,Gakuen Senki Muryou,Game,24
2867,Galaxy Angel Game Boy Advance - Moridakusan Tenshi no Full-Course - Okawari Jiyuu,Game,24
2868,Galidor - Defenders of the Outer Dimension,Game,24
2869,Gambler Densetsu Tetsuya - Yomigaeru Densetsu,Game,24
2870,Game & Watch Gallery Advance,Game,24
2871,Game Boy Advance Video - All Grown Up! - Volume 1,Game,24
2872,Game Boy Advance Video - Cartoon Network Collection - Limited Edition,Game,24
2873,Game Boy Advance Video - Cartoon Network Collection - Platinum Edition,Game,24
2874,Game Boy Advance Video - Cartoon Network Collection - Premium Edition,Game,24
2875,Game Boy Advance Video - Cartoon Network Collection - Special Edition,Game,24
2876,Game Boy Advance Video - Cartoon Network Collection - Volume 1,Game,24
2877,Game Boy Advance Video - Cartoon Network Collection - Volume 2,Game,24
2878,Game Boy Advance Video - Codename - Kids Next Door - Volume 1,Game,24
2879,Game Boy Advance Video - Disney Channel Collection - Volume 1,Game,24
2880,Game Boy Advance Video - Disney Channel Collection - Volume 2,Game,24
2881,Game Boy Advance Video - Dora the Explorer - Volume 1,Game,24
2882,Game Boy Advance Video - Dragon Ball GT - Volume 1,Game,24
2883,Game Boy Advance Video - Nicktoons - Volume 3,Game,24
2884,Game Boy Advance Video - Nicktoons Collection - Volume 1,Game,24
2885,Game Boy Advance Video - Nicktoons Collection - Volume 2,Game,24
2886,Game Boy Advance Video - Pokemon - Volume 1,Game,24
2887,Game Boy Advance Video - Pokemon - Volume 2,Game,24
2888,Game Boy Advance Video - Pokemon - Volume 3,Game,24
2889,Game Boy Advance Video - Pokemon - Volume 4,Game,24
2890,Game Boy Advance Video - Shark Tale,Game,24
2891,Game Boy Advance Video - Shrek,Game,24
2892,Game Boy Advance Video - Shrek + Shark Tale,Game,24
2893,Game Boy Advance Video - Shrek 2,Game,24
2894,Game Boy Advance Video - Sonic X - Volume 1,Game,24
2895,Game Boy Advance Video - SpongeBob SquarePants - Volume 1,Game,24
2896,Game Boy Advance Video - SpongeBob SquarePants - Volume 2,Game,24
2897,Game Boy Advance Video - SpongeBob SquarePants - Volume 3,Game,24
2898,Game Boy Advance Video - Strawberry Shortcake - Volume 1,Game,24
2899,Game Boy Advance Video - Super Robot Monkey Team - Hyper Force Go! - Volume 1,Game,24
2900,Game Boy Advance Video - Teenage Mutant Ninja Turtles - Le Demenagement,Game,24
2901,Game Boy Advance Video - Teenage Mutant Ninja Turtles - Things Change,Game,24
2902,Game Boy Advance Video - The Adventures of Jimmy Neutron Boy Genius - Volume 1,Game,24
2903,Game Boy Advance Video - The Fairly OddParents! - Volume 1,Game,24
2904,Game Boy Advance Video - The Fairly OddParents! - Volume 2,Game,24
2905,Game Boy Advance Video - The Proud Family - Volume 1,Game,24
2906,Game Boy Advance Video - Yu-Gi-Oh! - Yugi vs. Joey,Game,24
2907,Game Boy Wars Advance 1+2,Game,24
2908,Games Explosion!,Game,24
2909,Ganbare! Dodge Fighters,Game,24
2910,Garfield - The Search for Pooky,Game,24
2911,Garfield and His Nine Lives,Game,24
2912,Gauntlet - Dark Legacy,Game,24
2913,GBA AV Adapter,Game,24
2914,GBA Movie Player 2 CF,Game,24
2915,GBA Personal Organizer,Game,24
2916,GBA TV Tuner PAL,Game,24
2917,Gegege no Kitarou - Kikiippatsu! Youkai Rettou,Game,24
2918,Gekido Advance - Kintaro's Revenge,Game,24
2919,Gekitou Densetsu Noah - Dream Management,Game,24
2920,Gem Smashers,Game,24
2921,Genseishin Justirisers - Souchaku! Hoshi no Senshi-tachi,Game,24
2922,Gensou Maden Saiyuuki - Hangyaku no Toushin-taishi,Game,24
2923,Gensou Suikoden - Card Stories,Game,24
2924,Get Ride! Amdriver - Senkou no Hero Tanjou!,Game,24
2925,Get Ride! Amdriver - Shutsugeki! Battle Party,Game,24
2926,Get! - Boku no Mushi Tsukamaete,Game,24
2927,GetBackers Dakkanya - Jagan Fuuin!,Game,24
2928,GetBackers Dakkanya - Jigoku no Scaramouche,Game,24
2929,GetBackers Dakkanya - Metropolis Dakkan Sakusen!,Game,24
2930,Ghost Rider,Game,24
2931,Ghost Trap,Game,24
2932,Global Star - Sudoku Fever,Game,24
2933,Glory Days,Game,24
2934,Go! Go! Beckham! - Adventure on Soccer Island,Game,24
2935,Godzilla - Domination!,Game,24
2936,Goemon - New Age Shutsudou!,Game,24
2937,Golden Nugget Casino,Game,24
2938,Golden Sun,Game,24
2939,Golden Sun - The Lost Age,Game,24
2940,GP-1 Racing,Game,24
2941,Gradius Advance,Game,24
2942,Grand Theft Auto Advance,Game,24
2943,Green Eggs and Ham by Dr. Seuss,Game,24
2944,Greg Hastings' Tournament Paintball Max'd,Game,24
2945,Gremlins - Stripe vs Gizmo,Game,24
2946,"Grim Adventures of Billy & Mandy, The",Game,24
2947,Groove Adventure Rave - Hikari to Yami no Daikessen,Game,24
2948,GT Advance - Championship Racing,Game,24
2949,GT Advance 2 - Rally Racing,Game,24
2950,GT Advance 3 - Pro Concept Racing,Game,24
2951,GT Racers,Game,24
2952,Guilty Gear X - Advance Edition,Game,24
2953,Gumby vs. the Astrobots,Game,24
2954,Gunstar Future Heroes,Game,24
2955,Guranbo,Game,24
2956,Guru Logic Champ,Game,24
2957,Gyakuten Saiban,Game,24
2958,Gyakuten Saiban 2,Game,24
2959,Gyakuten Saiban 3,Game,24
2960,Hachiemon,Game,24
2961,Hagane no Renkinjutsushi - Meisou no Rondo,Game,24
2962,Hagane no Renkinjutsushi - Omoide no Sonata,Game,24
2963,Hajime no Ippo - The Fighting!,Game,24
2964,Hamepane - Tokyo Mew Mew,Game,24
2965,Hamster Club 4 - Shigetchi Daidassou,Game,24
2966,Hamster Monogatari 2 GBA,Game,24
2967,Hamster Monogatari 3 GBA,Game,24
2968,Hamster Monogatari 3EX 4 Special,Game,24
2969,Hamster Monogatari Collection,Game,24
2970,Hamster Paradise - Pure Heart,Game,24
2971,Hamster Paradise Advanchu,Game,24
2972,Hamtaro - Ham-Ham Games,Game,24
2973,Hamtaro - Ham-Ham Heartbreak,Game,24
2974,Hamtaro - Rainbow Rescue,Game,24
2975,Hanabi Hyakkei Advance,Game,24
2976,Hanafuda Trump Mahjong - Depachika Wayouchuu,Game,24
2977,Happy Feet,Game,24
2978,Hardcore Pinball,Game,24
2979,Hardcore Pool,Game,24
2980,Harlem Globetrotters - World Tour,Game,24
2981,Harobots - Robo Hero Battling!!,Game,24
2982,Harry Potter - Quidditch World Cup,Game,24
2983,Harry Potter and the Chamber of Secrets,Game,24
2984,Harry Potter and the Goblet of Fire,Game,24
2985,Harry Potter and the Order of the Phoenix,Game,24
2986,Harry Potter and the Prisoner of Azkaban,Game,24
2987,Harry Potter and the Sorcerer's Stone,Game,24
2988,Harry Potter Collection,Game,24
2989,Harvest Moon - Friends of Mineral Town,Game,24
2990,Harvest Moon - More Friends of Mineral Town,Game,24
2991,Hatena Satena,Game,24
2992,"Haunted Mansion, The",Game,24
2993,Heidi - The Game,Game,24
2994,Hello Kitty - Happy Party Pals,Game,24
2995,Hello Kitty Collection - Miracle Fashion Maker,Game,24
2996,Hello! Idol Debut - Kids Idol Ikusei Game,Game,24
2997,Herbie - Fully Loaded,Game,24
2998,Hey Arnold! - The Movie,Game,24
2999,Hi Hi Puffy AmiYumi - Kaznapped!,Game,24
3000,Higanbana,Game,24
3001,High Heat Major League Baseball 2002,Game,24
3002,High Heat Major League Baseball 2003,Game,24
3003,High School Musical - Livin' the Dream,Game,24
3004,Hikaru no Go,Game,24
3005,Hikaru no Go 2,Game,24
3006,Hime Kishi Monogatari - Princess Blue,Game,24
3007,"Hobbit, The",Game,24
3008,Home on the Range,Game,24
3009,Horsez,Game,24
3010,Hot Potato!,Game,24
3011,Hot Wheels - All Out,Game,24
3012,Hot Wheels - Burnin' Rubber,Game,24
3013,Hot Wheels - Stunt Track Challenge,Game,24
3014,Hot Wheels - Velocity X,Game,24
3015,Hot Wheels - World Race,Game,24
3016,Hudson Best Collection Vol. 1 - Bomber Man Collection,Game,24
3017,Hudson Best Collection Vol. 2 - Lode Runner Collection,Game,24
3018,Hudson Best Collection Vol. 3 - Action Collection,Game,24
3019,Hudson Best Collection Vol. 4 - Nazotoki Collection,Game,24
3020,Hudson Best Collection Vol. 5 - Shooting Collection,Game,24
3021,Hudson Best Collection Vol. 6 - Bouken-jima Collection,Game,24
3022,Hugo - Bukkazoom!,Game,24
3023,Hugo - The Evil Mirror Advance,Game,24
3024,Hugo 2 in 1,Game,24
3025,Hunter X Hunter - Minna Tomodachi Daisakusen!!,Game,24
3026,I Spy Challenger!,Game,24
3027,Ice Age,Game,24
3028,Ice Age 2 - The Meltdown,Game,24
3029,Ice Nine,Game,24
3030,Ignition Collection - Volume 1,Game,24
3031,"Incredible Hulk, The",Game,24
3032,"Incredibles, The",Game,24
3033,"Incredibles, The - Rise of the Underminer",Game,24
3034,Initial D - Another Stage,Game,24
3035,Inspector Gadget - Advance Mission,Game,24
3036,Inspector Gadget Racing,Game,24
3037,International Karate Advanced,Game,24
3038,International Karate Plus,Game,24
3039,International Superstar Soccer,Game,24
3040,International Superstar Soccer Advance,Game,24
3041,Inukko Club,Game,24
3042,Inuyasha - Naraku no Wana! Mayoi no Mori no Shoutaijou,Game,24
3043,Invader,Game,24
3044,"Invincible Iron Man, The",Game,24
3045,Iridion 3D,Game,24
3046,Iridion II,Game,24
3047,Iron Kid,Game,24
3048,Isseki Hatchou - Kore 1ppon de 8shurui!,Game,24
3049,It's Mr. Pants,Game,24
3050,J.League Pocket,Game,24
3051,J.League Pocket 2,Game,24
3052,J.League Pro Soccer Club o Tsukurou! Advance,Game,24
3053,J.League Winning Eleven Advance 2002,Game,24
3054,Jackie Chan Adventures - Legend of the Darkhand,Game,24
3055,Jajamaru Jr. Denshouki - Jalecolle mo Arisourou,Game,24
3056,James Pond - Codename Robocod,Game,24
3057,Jazz Jackrabbit,Game,24
3058,Jet Set Radio,Game,24
3059,Jimmy Neutron Boy Genius,Game,24
3060,Jinsei Game Advance,Game,24
3061,Jissen Pachi-Slot Hisshouhou! - Juuou Advance,Game,24
3062,Jonny Moseley Mad Trix,Game,24
3063,Juka and the Monophonic Menace,Game,24
3064,"Jungle Book 2, The",Game,24
3065,Jurassic Park III - Dino Attack,Game,24
3066,Jurassic Park III - Park Builder,Game,24
3067,Jurassic Park III - The DNA Factor,Game,24
3068,Jurassic Park Institute Tour - Dinosaur Rescue,Game,24
3069,Justice League - Injustice for All,Game,24
3070,Justice League Chronicles,Game,24
3071,Justice League Heroes - The Flash,Game,24
3072,K-1 Pocket Grand Prix,Game,24
3073,K-1 Pocket Grand Prix 2,Game,24
3074,Kaeru B Back,Game,24
3075,Kaiketsu Zorori to Mahou no Yuuenchi - Ohimesama o Sukue!,Game,24
3076,Kamaitachi no Yoru Advance,Game,24
3077,Kami no Kijutsu - Illusion of the Evil Eyes,Game,24
3078,Kao the Kangaroo,Game,24
3079,Kappa no Kai-kata - Kaatan Daibouken!,Game,24
3080,Karnaaj Rally,Game,24
3081,Kawa no Nushi Tsuri 3 & 4,Game,24
3082,Kawa no Nushi Tsuri 5 - Fushigi no Mori kara,Game,24
3083,Kawaii Pet Game Gallery,Game,24
3084,Kawaii Pet Game Gallery 2,Game,24
3085,Kawaii Pet Shop Monogatari 3,Game,24
3086,Keitai Denjuu Telefang 2 - Power,Game,24
3087,Keitai Denjuu Telefang 2 - Speed,Game,24
3088,Kelly Slater's Pro Surfer,Game,24
3089,Keroro Gunsou - Taiketsu! Gekisou Keronprix Daisakusen de Arimasu!!,Game,24
3090,"Kessaku Sen! - Ganbare Goemon 1, 2 - Yuki Hime to Magginesu",Game,24
3091,Kid Paddle,Game,24
3092,Kid's Cards,Game,24
3093,Kidou Gekidan Haro Ichiza Haro no Puyo Puyo,Game,24
3094,Kidou Senshi Gundam Seed - Tomo to Kimi to Koko de.,Game,24
3095,Kidou Tenshi Angelic Layer - Misaki to Yume no Tenshi-tachi,Game,24
3096,Kien,Game,24
3097,Kill Switch,Game,24
3098,Killer 3D Pool,Game,24
3099,Kim Possible,Game,24
3100,Kim Possible 2 - Drakken's Demise,Game,24
3101,Kim Possible III - Team Possible,Game,24
3102,King Kong - The Official Game of the Movie,Game,24
3103,"King of Fighters EX, The - NeoBlood",Game,24
3104,"King of Fighters EX2, The - Howling Blood",Game,24
3105,Kingdom Hearts - Chain of Memories,Game,24
3106,Kinniku Banzuke - Kimero! Kiseki no Kanzen Seiha,Game,24
3107,Kinniku Banzuke - Kongou-kun no Daibouken!,Game,24
3108,Kirby & the Amazing Mirror,Game,24
3109,Kirby - Nightmare in Dream Land,Game,24
3110,Kisekko Gurumii - Chesty to Nuigurumi-tachi no Mahou no Bouken,Game,24
3111,Kiss x Kiss Seirei Gakuen,Game,24
3112,Kiwame Mahjong Deluxe - Mirai Senshi 21,Game,24
3113,Klonoa - Empire of Dreams,Game,24
3114,Klonoa 2 - Dream Champ Tournament,Game,24
3115,Klonoa Heroes - Densetsu no Star Medal,Game,24
3116,Knights' Kingdom,Game,24
3117,Koala Brothers - Outback Adventures,Game,24
3118,Koinu to Issho - Aijou Monogatari,Game,24
3119,Koinu to Issho 2,Game,24
3120,Koinu-chan no Hajimete no Osanpo - Koinu no Kokoro Ikusei Game,Game,24
3121,Konami Collector's Series - Arcade Classics,Game,24
3122,Konami Krazy Racers,Game,24
3123,Konchuu Monster Battle Master,Game,24
3124,Konchuu Monster Battle Stadium,Game,24
3125,Konchuu no Mori no Daibouken - Fushigi na Sekai no Juunin-tachi,Game,24
3126,Kong - King of Atlantis,Game,24
3127,Kong - The Animated Series,Game,24
3128,Konjiki no Gashbell!! - Makai no Bookmark,Game,24
3129,Konjiki no Gashbell!! - Unare! Yuujou no Zakeru 2,Game,24
3130,Konjiki no Gashbell!! The Card Battle for GBA,Game,24
3131,Konjiki no Gashbell!! Yuujou no Zakeru - Dream Tag Tournament,Game,24
3132,Koro Koro Puzzle - Happy Panechu!,Game,24
3133,Kotoba no Puzzle - Mojipittan Advance,Game,24
3134,Kouchu Ouja Mushiking,Game,24
3135,Koukou Juken Advance Series Eigo Koubun Hen - 26 Units Shuuroku,Game,24
3136,Koukou Juken Advance Series Eijukugo Hen - 650 Phrases Shuuroku,Game,24
3137,Koukou Juken Advance Series Eitango Hen - 2000 Words Shuuroku,Game,24
3138,Kunio Kun Nekketsu Collection 1,Game,24
3139,Kunio Kun Nekketsu Collection 2,Game,24
3140,Kunio Kun Nekketsu Collection 3,Game,24
3141,Kurohige no Golf Shiyouyo,Game,24
3142,Kurohige no Kurutto Jintori,Game,24
3143,Kurukuru Kururin,Game,24
3144,Kururin Paradise,Game,24
3145,Lady Sia,Game,24
3146,"Land Before Time, The",Game,24
3147,"Land Before Time, The - Into the Mysterious Beyond",Game,24
3148,Lara Croft Tomb Raider - Legend,Game,24
3149,Lara Croft Tomb Raider - The Prophecy,Game,24
3150,Legend of Dynamic Goushouden - Houkai no Rondo,Game,24
3151,"Legend of Spyro, The - A New Beginning",Game,24
3152,"Legend of Spyro, The - The Eternal Night",Game,24
3153,"Legend of Zelda, The - A Link to the Past & Four Swords",Game,24
3154,"Legend of Zelda, The - The Minish Cap",Game,24
3155,Legends of Wrestling II,Game,24
3156,Legendz - Sign of Nekuromu,Game,24
3157,Legendz - Yomigaeru Shiren no Shima,Game,24
3158,LEGO Bionicle,Game,24
3159,LEGO Island - Xtreme Stunts,Game,24
3160,LEGO Island 2 - The Brickster's Revenge,Game,24
3161,LEGO Racers 2,Game,24
3162,LEGO Soccer Mania,Game,24
3163,LEGO Star Wars - The Video Game,Game,24
3164,LEGO Star Wars II - The Original Trilogy,Game,24
3165,Lemony Snicket's A Series of Unfortunate Events,Game,24
3166,Let's Ride! - Friends Forever,Game,24
3167,Licca-chan no Oshare Nikki,Game,24
3168,Lilliput Oukoku - Lillimoni to Issho Puni!,Game,24
3169,Lilo & Stitch,Game,24
3170,Lilo & Stitch 2,Game,24
3171,"Lion King, The",Game,24
3172,Little Buster Q,Game,24
3173,Little Einsteins,Game,24
3174,Little League Baseball 2002,Game,24
3175,"Little Mermaid, The - Magic in Two Kingdoms",Game,24
3176,Little Patissier - Cake no Oshiro,Game,24
3177,Lizzie McGuire,Game,24
3178,Lizzie McGuire 2 - Lizzie Diaries,Game,24
3179,Lizzie McGuire 3 - Homecoming Havoc,Game,24
3180,Lode Runner,Game,24
3181,Looney Tunes - Back in Action,Game,24
3182,Looney Tunes Double Pack,Game,24
3183,"Lord of the Rings, The - The Fellowship of the Ring",Game,24
3184,"Lord of the Rings, The - The Return of the King",Game,24
3185,"Lord of the Rings, The - The Third Age",Game,24
3186,"Lord of the Rings, The - The Two Towers",Game,24
3187,"Lost Vikings, The",Game,24
3188,Love Hina Advance - Shukufuku no Kane wa Naru Kana,Game,24
3189,Lucky Luke - Wanted!,Game,24
3190,Lufia - The Ruins of Lore,Game,24
3191,Lunar Legend,Game,24
3192,M&M's - Blast!,Game,24
3193,M&M's - Break 'em,Game,24
3194,Madagascar,Game,24
3195,Madagascar - Operation Penguin,Game,24
3196,Madden NFL 06,Game,24
3197,Madden NFL 07,Game,24
3198,Madden NFL 2002,Game,24
3199,Madden NFL 2003,Game,24
3200,Madden NFL 2004,Game,24
3201,Madden NFL 2005,Game,24
3202,MAER Heaven - Knockin' on Heaven's Door,Game,24
3203,Magi Nation,Game,24
3204,Magical Houshin,Game,24
3205,Magical Quest 2 Starring Mickey & Minnie,Game,24
3206,Magical Quest 3 Starring Mickey & Donald,Game,24
3207,Magical Quest Starring Mickey & Minnie,Game,24
3208,Magical Vacation,Game,24
3209,Mahjong Keiji,Game,24
3210,Mahou Sensei Negima! - Private Lesson - Damedesuu Toshokan-jima,Game,24
3211,Mahou Sensei Negima! - Private Lesson 2 - Ojamashimasuu Parasite de Chuu,Game,24
3212,Mail de Cute,Game,24
3213,Majesco's Rec Room Challenge,Game,24
3214,Majesco's Sports Pack,Game,24
3215,Majokko Cream-chan no Gokko Series 1 - Wannyan Idol Gakuen,Game,24
3216,Majokko Cream-chan no Gokko Series 2 - Kisekae Angel,Game,24
3217,Manga-ka Debut Monogatari,Game,24
3218,Maniac Racers Advance,Game,24
3219,Manic Miner,Game,24
3220,March of the Penguins,Game,24
3221,"Marie, Elie & Anis no Atelier - Soyokaze kara no Dengon",Game,24
3222,Mario & Luigi - Superstar Saga,Game,24
3223,Mario Golf - Advance Tour,Game,24
3224,Mario Kart - Super Circuit,Game,24
3225,Mario Party Advance,Game,24
3226,Mario Power Tennis,Game,24
3227,Mario vs. Donkey Kong,Game,24
3228,Marvel - Ultimate Alliance,Game,24
3229,Mary-Kate and Ashley - Girls Night Out,Game,24
3230,Mary-Kate and Ashley Sweet 16 - Licensed to Drive,Game,24
3231,Masters of the Universe He-Man - Power of Grayskull,Game,24
3232,Mat Hoffman's Pro BMX,Game,24
3233,Mat Hoffman's Pro BMX 2,Game,24
3234,Matantei Loki Ragnarok - Gensou no Labyrinth,Game,24
3235,Matchbox Cross Town Heroes,Game,24
3236,Math Patrol - The Kleptoid Threat,Game,24
3237,Max Payne Advance,Game,24
3238,Maya the Bee - Sweet Gold,Game,24
3239,Maya the Bee - The Great Adventure,Game,24
3240,Mazes of Fate,Game,24
3241,Mech Platoon,Game,24
3242,Medabots - Metabee,Game,24
3243,Medabots - Rokusho,Game,24
3244,Medabots AX - Metabee Ver.,Game,24
3245,Medabots AX - Rokusho Ver.,Game,24
3246,Medal of Honor - Infiltrator,Game,24
3247,Medal of Honor - Underground,Game,24
3248,Medarot Navi - Kabuto,Game,24
3249,Medarot Navi - Kuwagata,Game,24
3250,Meet the Robinsons,Game,24
3251,Mega Man & Bass,Game,24
3252,Mega Man Battle Chip Challenge,Game,24
3253,Mega Man Battle Network,Game,24
3254,Mega Man Battle Network 2,Game,24
3255,Mega Man Battle Network 3 - Blue,Game,24
3256,Mega Man Battle Network 3 - White,Game,24
3257,Mega Man Battle Network 4 - Blue Moon,Game,24
3258,Mega Man Battle Network 4 - Red Sun,Game,24
3259,Mega Man Battle Network 5 - Team Colonel,Game,24
3260,Mega Man Battle Network 5 - Team Proto Man,Game,24
3261,Mega Man Battle Network 6 - Cybeast Falzar,Game,24
3262,Mega Man Battle Network 6 - Cybeast Gregar,Game,24
3263,Mega Man Zero,Game,24
3264,Mega Man Zero 2,Game,24
3265,Mega Man Zero 3,Game,24
3266,Mega Man Zero 4,Game,24
3267,Meine Tierarztpraxis,Game,24
3268,Meitantei Conan - Akatsuki no Monument,Game,24
3269,Meitantei Conan - Nerawareta Tantei,Game,24
3270,Men in Black - The Series,Game,24
3271,Mermaid Melody - Pichi Pichi Pitch,Game,24
3272,Mermaid Melody - Pichi Pichi Pitch - Pichi Pichi Party,Game,24
3273,Mermaid Melody - Pichi Pichi Pitch - Pichi Pichitto Live Start!,Game,24
3274,Metal Max 2 Kai,Game,24
3275,Metal Slug Advance,Game,24
3276,Metalgun Slinger,Game,24
3277,Metroid - Zero Mission,Game,24
3278,Metroid Fusion,Game,24
3279,Mezase! Koushien,Game,24
3280,Micro Machines,Game,24
3281,Midnight Club - Street Racing,Game,24
3282,Midway's Greatest Arcade Hits,Game,24
3283,Mighty Beanz Pocket Puzzles,Game,24
3284,Mike Tyson Boxing,Game,24
3285,Minami no Umi no Odyssey,Game,24
3286,Mini Moni. - Mika no Happy Morning Chatty,Game,24
3287,Mini Moni. - Onegai Ohoshi-sama!,Game,24
3288,Minna no Ouji-sama,Game,24
3289,"Minna no Shiiku Series - Boku no Kabuto, Kuwagata",Game,24
3290,Minna no Shiiku Series 1 - Boku no Kabutomushi,Game,24
3291,Minna no Shiiku Series 2 - Boku no Kuwagata,Game,24
3292,Minna no Soft Series - Happy Trump 20,Game,24
3293,Minna no Soft Series - Hyokkori Hyoutan-jima - Don Gabacho Daikatsuyaku no Maki,Game,24
3294,Minna no Soft Series - Minna no Mahjong,Game,24
3295,Minna no Soft Series - Minna no Shougi,Game,24
3296,Minna no Soft Series - Shanghai,Game,24
3297,Minna no Soft Series - Tetris Advance,Game,24
3298,Minority Report - Everybody Runs,Game,24
